Date,Open,High,Low,Close,Volume,Adj Close
9/2/2011,7.38,7.50001,7.16,7.38,3230500,1.61233
9/5/2011,7.2,7.58002,7.16,7.36002,3186900,1.60796
9/12/2011,7.32001,7.6,7.24001,7.46001,2255200,1.62981
9/19/2011,7.32001,7.82,7.12,7.25999,3904600,1.58611
9/26/2011,7.29999,7.51999,7.10001,7.32001,2161800,1.59922
10/3/2011,7.36002,7.43998,7.2,7.32001,2074600,1.59922
10/10/2011,7.33999,7.84002,7.29999,7.65998,6471900,1.6735
10/17/2011,7.69999,7.73999,7.40002,7.64,3331700,1.66913
10/24/2011,7.58002,7.69999,7.51999,7.65998,1350500,1.6735
10/31/2011,7.54001,7.76001,7.21998,7.62002,2271300,1.66476
11/10/2011,7.54001,7.65998,7.42,7.62002,1690800,1.66476
11/14/2011,7.62002,7.72001,7.36002,7.46001,1809700,1.62981
11/21/2011,7.28001,7.47999,7.12,7.38,1606200,1.61233
11/28/2011,7.46001,8.20001,7.33999,8.08,5521300,1.76526
12/5/2011,8.16001,8.24002,7.6,7.90001,2940400,1.72593
12/12/2011,7.76001,8.13999,7.68001,7.99999,3465700,1.74778
12/19/2011,7.90001,8.43999,7.76001,8.26,4097900,1.80458
12/26/2011,8.21999,8.3,8.09998,8.17999,2035500,1.7871
1/2/2012,8.16001,8.31998,8.09998,8.16001,2009500,1.78274
1/9/2012,7.98001,8.3,7.94001,8.16001,1991900,1.78274
1/16/2012,8.60001,8.97998,8.13999,8.86001,4976600,1.93567
1/23/2012,9,9.08001,8.82001,8.96,1889800,1.95751
1/30/2012,9.01998,9.16002,8.90001,9,2262800,1.96625
2/6/2012,8.97998,9.41998,8.90001,9.4,3772600,2.05364
2/13/2012,9.56001,9.67998,9.22,9.66,3440700,2.11044
2/20/2012,9.66,9.86002,9.34001,9.45998,2760500,2.06675
2/27/2012,9.38002,9.56001,9.31999,9.38002,947900,2.04928
3/5/2012,9.56001,9.64002,9.09999,9.14,2187900,1.99684
3/12/2012,9.01998,9.88,8.87999,9.86002,2869700,2.15414
3/19/2012,10.00001,10.8,9.79999,10.65002,7808400,2.32674
3/26/2012,10.70002,10.8,10.35001,10.59999,2017900,2.3158
4/2/2012,10.54999,10.70002,10.24998,10.40001,1378400,2.27212
4/9/2012,10.30002,10.89999,10.19999,10.40001,2204700,2.27212
4/16/2012,10.54999,10.70002,9.4,10.24998,1301700,2.23934
4/23/2012,10.24998,10.75001,9.89998,10.5,935400,2.29396
4/30/2012,10.59999,11.10001,10.35001,10.85,2169300,2.37043
5/7/2012,10.8,11.15001,10.54999,10.89999,2228700,2.38135
5/14/2012,10.59999,10.99998,9.95002,10.14999,2313800,2.21749
5/21/2012,10.19999,10.35001,9.35999,9.62,1067100,2.1017
5/28/2012,9.64002,10.19999,9.53999,9.89998,2457100,2.16287
6/4/2012,9.92001,10.75001,9.75999,10.45,2127400,2.28304
6/11/2012,10.59999,11.10001,10.5,10.70002,2586200,2.33766
6/18/2012,10.75001,11.10001,10.65002,10.89999,1546600,2.38135
6/25/2012,10.89999,11.24999,10.75001,11.2,2189700,2.44689
7/2/2012,11.55,12.20001,11.05002,12.20001,2266400,2.66537
7/9/2012,12.60001,12.74999,12.04998,12.55001,1402100,2.74183
7/16/2012,12.50002,12.69999,12.3,12.34999,634900,2.69813
7/23/2012,11.95,12.39999,11.75002,11.9,1043900,2.59982
7/30/2012,12.04998,12.50002,11.9,12.25,1422700,2.67629
8/6/2012,6.1,6.2,5.76,5.9,2208700,2.73987
8/13/2012,5.92,5.94,5.74,5.88,951400,2.73058
8/20/2012,5.88,6.16,5.88,6.08,1198400,2.82346
8/27/2012,6.08,6.66,6.06,6.6,2890800,3.06494
9/3/2012,6.82,6.98,6.52,6.56,3817800,3.04637
9/10/2012,6.54,6.64,6.3,6.34,3367000,2.9442
9/17/2012,6.3,6.42,6.16,6.4,2200900,2.97206
9/24/2012,6.54,6.62,6.34,6.5,2149400,3.0185
10/1/2012,6.56,7.16,6.42,6.94,6299000,3.22283
10/8/2012,6.9,7.06,6.76,6.86,2207200,3.18568
10/15/2012,6.84,6.88,6.42,6.6,2666100,3.06494
10/22/2012,6.6,6.7,6.56,6.66,794100,3.0928
10/29/2012,6.66,6.86,6.66,6.68,1062700,3.10209
11/5/2012,6.7,6.82,6.58,6.8,1608500,3.15782
11/12/2012,6.72,6.84,6.48,6.48,2135200,3.00922
11/19/2012,6.64,6.84,6.52,6.72,1835200,3.12067
11/26/2012,6.78,6.84,6.7,6.78,1153600,3.14853
12/3/2012,6.82,7.08,6.76,7.06,3185000,3.27856
12/10/2012,7.42,8.2,7.06,7.84,5303000,3.64078
12/17/2012,7.88,8.12,7.76,7.9,1936600,3.66864
12/24/2012,8.04,8.24,7.94,8.18,2200100,3.79867
12/31/2012,8.44,8.76,8.16,8.42,2237600,3.91012
1/7/2013,8.46,8.52,8.24,8.36,2746000,3.88226
1/14/2013,8.24,8.42,8.24,8.28,3153100,3.84511
1/21/2013,8.2,8.42,8.04,8.38,3590800,3.89155
1/28/2013,8.12,8.4,7.88,8.36,2333000,3.88226
2/4/2013,8.5,8.94,8.36,8.54,3258400,3.96585
2/11/2013,8.42,9.36,8.42,9.08,6026200,4.21662
2/18/2013,9.26,9.98,9.06,9.88,3356000,4.58812
2/25/2013,10,10.55,9.68,10.55,4538400,4.89926
3/4/2013,10.7,10.95,9.6,9.74,5846000,4.52311
3/11/2013,9.92,10.6,9.74,10.3,5310700,4.78317
3/18/2013,10.3,10.5,10.1,10.25,1629800,4.75995
3/25/2013,10.3,10.7,10.2,10.6,2529500,4.92248
4/1/2013,10.45,10.8,10.4,10.55,3050800,4.89926
4/8/2013,10.55,10.75,10.4,10.6,1421000,4.92248
4/15/2013,10.55,10.65,10.15,10.3,1452000,4.78317
4/22/2013,10.45,10.8,10.3,10.6,1766800,4.92248
4/29/2013,10.45,10.95,10.45,10.8,1486400,5.01536
5/6/2013,11.3,11.65,10.7,11.1,3589800,5.15467
5/13/2013,11.4,11.8,11.1,11.8,2226000,5.47974
5/20/2013,11.75,11.9,11.25,11.3,1907100,5.24755
5/27/2013,11.3,11.45,9.85,9.85,2825400,4.70987
6/3/2013,8.6,9.86,8.3,9.54,5617200,4.56164
6/10/2013,9.38,9.56,9,9.54,3415300,4.56164
6/17/2013,9.36,9.48,8.72,8.96,2525100,4.28431
6/24/2013,8.58,9.26,8.46,8.48,3091000,4.05479
7/1/2013,8.82,9.08,8.64,8.94,2867200,4.27475
7/8/2013,8.9,9.02,8.76,8.92,1636000,4.26518
7/15/2013,9.28,9.32,8.98,9.08,2505200,4.34169
7/22/2013,9.14,9.32,8.82,8.86,1573600,4.23649
7/29/2013,8.78,9.14,8.76,9.1,2274800,4.35125
8/5/2013,9.04,9.2,8.94,8.96,467900,4.28431
8/12/2013,9.1,9.2,8.84,8.94,877800,4.27475
8/19/2013,8.82,8.84,7.26,7.5,1532500,3.5862
8/26/2013,7.42,7.5,6.64,7.26,1402000,3.47144
9/2/2013,7.6,7.68,7.12,7.24,1341900,3.46187
9/9/2013,7.46,7.94,7.46,7.52,1749900,3.59576
9/16/2013,7.8,8.74,7.72,8.64,2002900,4.1313
9/23/2013,8.66,8.92,8.46,8.64,1886000,4.1313
9/30/2013,8.72,9.18,8.62,9.08,1410200,4.34169
10/7/2013,9.08,9.28,8.84,9.04,928000,4.32256
10/14/2013,9.04,9.04,9.04,9.04,0,4.32256
10/21/2013,9.22,9.6,9.22,9.58,920200,4.58077
10/28/2013,9.6,9.86,9.4,9.44,647600,4.51383
11/4/2013,9.34,9.5,8.78,9.1,1403700,4.35125
11/11/2013,8.96,9.1,8.78,9.06,653200,4.33213
11/18/2013,9.1,9.12,8.82,9.04,565600,4.32256
11/25/2013,9.08,9.16,8.86,8.94,656600,4.27475
12/2/2013,8.96,8.98,8.46,8.68,758000,4.15042
12/9/2013,8.74,8.78,8.62,8.66,358500,4.14086
12/16/2013,8.72,8.86,8.2,8.3,669700,3.96872
12/23/2013,8.2,8.2,6.86,7.3,1144500,3.49056
12/30/2013,7.6,8.64,7.6,8.4,1111000,4.01654
1/6/2014,8.38,8.58,7.96,8.16,1115200,3.90178
1/13/2014,8.14,8.14,7.9,7.96,639600,3.80615
1/20/2014,7.9,7.98,7.68,7.86,513000,3.75833
1/27/2014,7.82,7.88,7.62,7.8,669800,3.72964
2/3/2014,7.74,8.02,7.7,7.88,661100,3.7679
2/10/2014,7.84,7.92,7.76,7.8,396200,3.72964
2/17/2014,7.86,8.1,7.62,8,1735800,3.82528
2/24/2014,8.1,8.14,7.7,8,751300,3.82528
3/3/2014,8.1,8.76,8.08,8.52,1907400,4.07392
3/10/2014,8.46,8.47,8.27,8.33,538500,3.98307
3/17/2014,8.42,8.68,8.21,8.23,641100,3.93525
3/24/2014,8.21,8.28,8.06,8.27,731600,3.95438
3/31/2014,8.46,8.75,8.34,8.66,874700,4.14086
4/7/2014,8.84,9.18,8.8,8.97,850800,4.28909
4/14/2014,9.05,9.35,9,9.32,954700,4.45645
4/21/2014,9.35,9.36,9.23,9.29,468200,4.4421
4/28/2014,9.3,9.44,9.25,9.37,620800,4.48035
5/5/2014,9.39,9.57,9.34,9.36,759500,4.47557
5/12/2014,9.39,9.39,9.06,9.19,748400,4.39429
5/19/2014,9.19,9.37,9.1,9.28,393400,4.43732
5/26/2014,9.36,9.48,9.32,9.38,571000,4.53342
6/2/2014,9.44,9.48,9.37,9.45,645400,4.56725
6/9/2014,9.46,9.53,9.13,9.35,959000,4.51892
6/16/2014,9.31,9.38,9.23,9.35,288600,4.51892
6/23/2014,9.33,9.37,9.23,9.31,239000,4.49958
6/30/2014,9.38,9.43,9.17,9.24,410600,4.46575
7/7/2014,9.25,9.48,9.25,9.44,471400,4.56241
7/14/2014,9.45,9.5,9.37,9.42,479300,4.55275
7/21/2014,9.47,9.47,9.18,9.47,601800,4.57691
7/28/2014,9.47,9.47,9.28,9.39,206200,4.53825
8/4/2014,9.35,9.39,9,9.29,318700,4.48992
8/11/2014,9.21,9.36,8.99,9.24,434500,4.46575
8/18/2014,9.17,9.65,9.17,9.48,796900,4.58175
8/25/2014,9.52,9.7,9.48,9.64,479100,4.65908
9/1/2014,9.67,9.98,9.65,9.86,726300,4.7654
9/8/2014,9.87,9.99,9.44,9.45,541500,4.56725
9/15/2014,9.4,9.62,9.39,9.52,412100,4.60108
9/22/2014,9.5,9.68,9.17,9.27,685800,4.48025
9/29/2014,9.24,9.89,8.98,9.74,1704700,4.70741
10/6/2014,9.45,10.14,9.45,10,1470000,4.83307
10/13/2014,10.05,10.2,9.82,10.1,1360500,4.8814
10/20/2014,10.1,10.15,10,10.05,745100,4.85723
10/27/2014,10.1,10.2,10,10.1,472600,4.8814
11/3/2014,10.4,10.6,9.99,10.12,924900,4.89106
11/10/2014,10.25,10.45,10.05,10.4,617600,5.02639
11/17/2014,10.4,10.8,10.2,10.7,1090700,5.17138
11/24/2014,10.8,11.4,10.7,11.05,1298800,5.34054
12/1/2014,11.05,11.2,10.75,11.1,772700,5.3647
12/8/2014,11.1,11.2,10.95,11.1,606000,5.3647
12/15/2014,10.85,11,10.25,10.95,794700,5.29221
12/22/2014,11.1,12.2,11.1,12.1,1408000,5.84801
12/29/2014,12.05,12.15,11.65,12,822800,5.79968
1/5/2015,12,12.45,11.95,11.95,1515700,5.77551
1/12/2015,12.05,12.05,11.45,11.7,1341200,5.65469
1/19/2015,11.65,12.15,11.55,12.15,1209300,5.87217
1/26/2015,12.3,12.35,11.8,11.9,1215500,5.75135
2/2/2015,11.95,12.05,11.35,11.35,1001700,5.48553
2/9/2015,11.15,11.6,11.05,11.5,516800,5.55803
2/16/2015,11.65,11.7,11.4,11.5,773900,5.55803
2/23/2015,11.6,12.05,11.55,12,991100,5.79968
3/2/2015,12.15,12.2,11.55,11.9,522400,5.75135
3/9/2015,11.8,11.95,11.65,11.75,296200,5.67885
3/16/2015,11.95,12.45,11.85,12.3,914100,5.94467
3/23/2015,12.5,12.6,12.25,12.35,890600,5.96884
3/30/2015,12.4,12.6,12.3,12.45,557400,6.01717
4/6/2015,12.5,13.9,12.45,13.65,1523700,6.59713
4/13/2015,13.95,14.05,13.35,13.7,656400,6.6213
4/20/2015,13.7,14.15,13.65,14.15,546000,6.83879
4/27/2015,14.2,14.35,13.85,13.95,496000,6.74213
5/4/2015,14.3,16.05,14.25,14.95,2279100,7.22543
5/11/2015,15.05,15.5,14.6,14.7,1122000,7.10461
5/18/2015,15,15.35,14.95,15,461600,7.2496
5/25/2015,15,15.15,13.95,13.95,900300,6.86566
6/1/2015,14.1,14.2,13.6,13.75,739700,6.76723
6/8/2015,12,13.5,11.8,13.4,1066800,6.59497
6/15/2015,13.3,13.35,12.75,13.3,978000,6.54576
6/22/2015,13.8,14.95,13.6,14.1,1178300,6.93949
6/29/2015,14.2,14.4,13.8,14.15,685000,6.96409
7/6/2015,14.3,15.4,14.25,15.35,634900,7.55469
7/13/2015,15.9,15.9,15.1,15.75,535700,7.75155
7/20/2015,15.35,15.55,14.5,15.05,787700,7.40704
7/27/2015,14.65,15.7,14.5,15,1471200,7.38243
8/3/2015,14.9,14.9,14.5,14.55,643800,7.16096
8/10/2015,14.25,14.65,14.1,14.6,466000,7.18557
8/17/2015,14.35,14.45,14.1,14.1,397300,6.93949
8/24/2015,13.9,14.35,13.65,14.15,429300,6.96409
8/31/2015,14.25,14.25,13.6,13.6,262400,6.6934
9/7/2015,13.45,13.55,13,13,570100,6.39811
9/14/2015,13.1,14.15,13,13.95,558900,6.86566
9/21/2015,14.15,14.25,13.9,14.05,295300,6.91488
9/28/2015,14.1,14.1,13.5,14,564800,6.89027
10/5/2015,14.1,15.15,14.05,14.9,1717500,7.33321
10/12/2015,14.8,14.95,14.3,14.3,586800,7.03792
10/19/2015,14.6,14.8,14.45,14.65,413200,7.21017
10/26/2015,14.65,14.7,13.85,13.95,454300,6.86566
11/2/2015,14.85,14.9,14.35,14.45,608000,7.11174
11/9/2015,14.65,15.05,14.5,15,902100,7.38243
11/16/2015,15.65,16.45,15.45,15.75,2186600,7.75155
11/23/2015,16.15,16.5,15.55,16.1,1270000,7.92381
11/30/2015,16.1,17.14,16.01,16.34,2014100,8.04193
12/7/2015,16.39,16.8,15,15.37,1109400,7.56453
12/14/2015,15.41,17.33,15.35,16.81,1718300,8.27324
12/21/2015,16.81,17.39,16.72,17.08,787800,8.40613
12/28/2015,17.1,17.33,16.75,16.87,612300,8.30277
1/4/2016,16.87,17.88,16.64,17.8,1491400,8.76048
1/11/2016,17.8,19.08,17.76,18.11,1483600,8.91306
1/18/2016,18.15,18.49,17.18,17.39,1021200,8.5587
1/25/2016,17.91,18.74,17.91,18.1,1142500,8.90813
2/1/2016,18.15,18.34,17.8,17.9,823100,8.8097
2/8/2016,17.9,17.96,16.95,17.13,636300,8.43074
2/15/2016,17.2,17.37,16.5,17.2,846600,8.46519
2/22/2016,17.44,17.87,17.3,17.55,1005900,8.63744
2/29/2016,17.57,19.1,17.49,18.11,1481700,8.91306
3/7/2016,18.23,18.35,16.87,17.21,2503100,8.47011
3/14/2016,17.19,17.7,17.15,17.7,1435500,8.71127
3/21/2016,17.7,18.49,17.21,18.05,1980500,8.88352
3/28/2016,18.08,18.46,18.07,18.28,1466900,8.99672
4/4/2016,18.38,19.13,18.33,19.11,1153100,9.40522
4/11/2016,19.19,20.7,19.15,20.1,1915900,9.89246
4/18/2016,20.16,20.16,19.75,19.92,1042400,9.80387
4/25/2016,19.82,20.6,19.82,19.96,1069200,9.82355
5/2/2016,20,20.08,18,19.55,1412300,9.62177
5/9/2016,19.6,20.3,19.6,20,816000,9.84324
5/16/2016,20.14,20.16,18.93,19,788600,9.35108
5/23/2016,19.08,20.06,9.8,9.97,1501400,9.81371
5/30/2016,9.98,10.16,9.67,9.8,1371500,9.70123
6/6/2016,9.86,9.91,9.48,9.6,1135300,9.51707
6/13/2016,9.6,9.6,9.02,9.15,898700,9.09812
6/20/2016,9.22,9.67,8.81,9.51,1208500,9.45608
6/27/2016,9.52,9.72,9.35,9.72,735300,9.66489
7/4/2016,9.72,9.83,9.67,9.81,231000,9.75438
7/11/2016,9.82,10.06,9.77,9.95,900700,9.89358
7/18/2016,9.35,9.71,8.79,8.9,2525000,8.84953
7/25/2016,9,9.56,9,9.45,1642200,9.39642
8/1/2016,9.55,9.75,9.26,9.35,1087900,9.29698
8/8/2016,9.5,9.54,9.39,9.4,815200,9.3467
8/15/2016,9.42,9.6,9.32,9.35,816700,9.29698
8/22/2016,9.35,9.48,9.3,9.41,796300,9.35664
8/29/2016,9.41,9.65,9.36,9.62,930800,9.56545
